Store,DayOfWeek,Date,Sales,Customers,Open,Promo,StateHoliday,SchoolHoliday,StoreType,Assortment,CompetitionDistance,CompetitionOpenSinceMonth,CompetitionOpenSinceYear,Promo2,Promo2SinceWeek,Promo2SinceYear,PromoInterval,Year,Month,Day,Week,Quarter,IsWeekend,CompetitionAge,PromoActive,IsHoliday,IsSchoolHoliday,SalesPerCustomer,StoreOpen,Season,MonthStart,MonthEnd
595,1,2015-02-02,21077,2252,1,1,0,1,c,c,1130.0,6.0,2015.0,0,0.0,0.0,No Promo,2015,2,2,6,1,0,0.0,1,0,1,9.35923623445826,1,Winter,0,0
698,1,2015-02-02,20938,2357,1,1,0,1,a,a,1790.0,5.0,2011.0,0,0.0,0.0,No Promo,2015,2,2,6,1,0,4.0,1,0,1,8.88332626219771,1,Winter,0,0
726,1,2015-02-02,17071,1519,1,1,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2015,2,2,6,1,0,13.0,1,0,0,11.238314680710994,1,Winter,0,0
733,1,2015-02-02,18478,3612,1,1,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,2,2,6,1,0,16.0,1,0,0,5.115725359911407,1,Winter,0,0
756,1,2015-02-02,19806,2515,1,1,0,0,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,2,2,6,1,0,2015.0,1,0,0,7.875149105367793,1,Winter,0,0
817,1,2015-02-02,24894,3197,1,1,0,1,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,2,2,6,1,0,9.0,1,0,1,7.786675007819831,1,Winter,0,0
963,1,2015-02-02,18429,1583,1,1,0,0,a,c,23620.0,11.0,2013.0,0,0.0,0.0,No Promo,2015,2,2,6,1,0,2.0,1,0,0,11.641819330385344,1,Winter,0,0
1114,1,2015-02-02,24070,3508,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,2,2,6,1,0,2015.0,1,0,0,6.861459521094641,1,Winter,0,0
110,7,2015-02-01,0,0,0,0,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2.0,0,0,0,0.0,0,Winter,1,0
122,7,2015-02-01,0,0,0,0,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2.0,0,0,0,0.0,0,Winter,1,0
259,7,2015-02-01,15897,2663,1,0,0,0,b,b,210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2015.0,0,0,0,5.969583176868194,1,Winter,1,0
262,7,2015-02-01,30525,4306,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2.0,0,0,0,7.08894565722248,1,Winter,1,0
299,7,2015-02-01,0,0,0,0,0,0,d,c,38630.0,9.0,2012.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,3.0,0,0,0,0.0,0,Winter,1,0
315,7,2015-02-01,0,0,0,0,0,0,a,c,38710.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2.0,0,0,0,0.0,0,Winter,1,0
453,7,2015-02-01,0,0,0,0,0,0,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2015.0,0,0,0,0.0,0,Winter,1,0
462,7,2015-02-01,0,0,0,0,0,0,a,a,44320.0,8.0,2008.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,7.0,0,0,0,0.0,0,Winter,1,0
524,7,2015-02-01,0,0,0,0,0,0,a,c,40860.0,9.0,2013.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2.0,0,0,0,0.0,0,Winter,1,0
562,7,2015-02-01,21821,3489,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2015.0,0,0,0,6.254227572370307,1,Winter,1,0
726,7,2015-02-01,0,0,0,0,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,13.0,0,0,0,0.0,0,Winter,1,0
733,7,2015-02-01,18263,3316,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,16.0,0,0,0,5.507539203860072,1,Winter,1,0
747,7,2015-02-01,0,0,0,0,0,0,c,c,45740.0,8.0,2008.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,7.0,0,0,0,0.0,0,Winter,1,0
801,7,2015-02-01,0,0,0,0,0,0,d,a,48330.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,2,1,5,1,1,2.0,0,0,0,0.0,0,Winter,1,0
251,6,2015-01-31,20099,2394,1,0,0,0,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,2015.0,0,0,0,8.395572263993317,1,Winter,0,1
262,6,2015-01-31,18412,3061,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,2.0,0,0,0,6.015027768703038,1,Winter,0,1
444,6,2015-01-31,18016,2091,1,0,0,0,c,a,1700.0,11.0,2009.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,6.0,0,0,0,8.615973218555714,1,Winter,0,1
467,6,2015-01-31,16298,1895,1,0,0,0,a,c,20390.0,4.0,2008.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,7.0,0,0,0,8.600527704485488,1,Winter,0,1
562,6,2015-01-31,15197,2703,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,2015.0,0,0,0,5.6222715501294855,1,Winter,0,1
586,6,2015-01-31,18090,2877,1,0,0,0,a,c,250.0,10.0,2008.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,7.0,0,0,0,6.287799791449427,1,Winter,0,1
595,6,2015-01-31,18602,2137,1,0,0,0,c,c,1130.0,6.0,2015.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,0.0,0,0,0,8.704726251754796,1,Winter,0,1
733,6,2015-01-31,14761,3244,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,16.0,0,0,0,4.550246609124538,1,Winter,0,1
756,6,2015-01-31,20856,2998,1,0,0,0,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,31,5,1,1,2015.0,0,0,0,6.956637758505671,1,Winter,0,1
769,6,2015-01-31,12597,3502,1,0,0,0,b,b,840.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,31,5,1,1,2015.0,0,0,0,3.5970873786407767,1,Winter,0,1
1114,6,2015-01-31,22402,3560,1,0,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,31,5,1,1,2015.0,0,0,0,6.292696629213483,1,Winter,0,1
262,5,2015-01-30,23982,3592,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,2.0,1,0,0,6.676503340757239,1,Winter,0,0
320,5,2015-01-30,19604,2425,1,1,0,0,a,c,210.0,9.0,2012.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,3.0,1,0,0,8.084123711340206,1,Winter,0,0
335,5,2015-01-30,19215,2973,1,1,0,0,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,30,5,1,0,2015.0,1,0,0,6.463168516649849,1,Winter,0,0
383,5,2015-01-30,21804,2428,1,1,0,0,a,c,350.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,2015.0,1,0,0,8.980230642504118,1,Winter,0,0
453,5,2015-01-30,7499,788,1,1,0,0,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,2015.0,1,0,0,9.516497461928934,1,Winter,0,0
562,5,2015-01-30,23248,3708,1,1,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,2015.0,1,0,0,6.269687162891047,1,Winter,0,0
595,5,2015-01-30,19670,2103,1,1,0,0,c,c,1130.0,6.0,2015.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,0.0,1,0,0,9.353304802662862,1,Winter,0,0
698,5,2015-01-30,19602,2156,1,1,0,0,a,a,1790.0,5.0,2011.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,4.0,1,0,0,9.091836734693878,1,Winter,0,0
726,5,2015-01-30,14519,1290,1,1,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,13.0,1,0,0,11.255038759689922,1,Winter,0,0
733,5,2015-01-30,17015,3627,1,1,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,16.0,1,0,0,4.691204852495175,1,Winter,0,0
756,5,2015-01-30,20363,2531,1,1,0,0,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,30,5,1,0,2015.0,1,0,0,8.045436586329513,1,Winter,0,0
769,5,2015-01-30,14486,3937,1,1,0,0,b,b,840.0,0.0,0.0,1,48.0,2012.0,"Jan,Apr,Jul,Oct",2015,1,30,5,1,0,2015.0,1,0,0,3.679451358902718,1,Winter,0,0
817,5,2015-01-30,20883,2887,1,1,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,9.0,1,0,0,7.233460339452719,1,Winter,0,0
1114,5,2015-01-30,24489,3338,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,30,5,1,0,2015.0,1,0,0,7.336428999400839,1,Winter,0,0
262,4,2015-01-29,19944,3065,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,29,5,1,0,2.0,1,0,0,6.507014681892333,1,Winter,0,0
335,4,2015-01-29,18246,3000,1,1,0,0,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,29,5,1,0,2015.0,1,0,0,6.082,1,Winter,0,0
562,4,2015-01-29,19776,3214,1,1,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,29,5,1,0,2015.0,1,0,0,6.153080273802115,1,Winter,0,0
733,4,2015-01-29,15516,3353,1,1,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,29,5,1,0,16.0,1,0,0,4.627497763197137,1,Winter,0,0
817,4,2015-01-29,22102,3038,1,1,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,29,5,1,0,9.0,1,0,0,7.275181040157999,1,Winter,0,0
1114,4,2015-01-29,21026,2917,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,29,5,1,0,2015.0,1,0,0,7.208090503942406,1,Winter,0,0
110,3,2015-01-28,3564,473,1,1,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,28,5,1,0,2.0,1,0,0,7.534883720930233,1,Winter,0,0
262,3,2015-01-28,18425,2838,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,28,5,1,0,2.0,1,0,0,6.492248062015504,1,Winter,0,0
335,3,2015-01-28,18444,3040,1,1,0,0,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,28,5,1,0,2015.0,1,0,0,6.067105263157894,1,Winter,0,0
562,3,2015-01-28,19231,3085,1,1,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,28,5,1,0,2015.0,1,0,0,6.233711507293355,1,Winter,0,0
817,3,2015-01-28,21931,2946,1,1,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,28,5,1,0,9.0,1,0,0,7.444331296673456,1,Winter,0,0
1114,3,2015-01-28,18171,2641,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,28,5,1,0,2015.0,1,0,0,6.88034835289663,1,Winter,0,0
251,2,2015-01-27,20006,2501,1,1,0,0,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,27,5,1,0,2015.0,1,0,0,7.999200319872052,1,Winter,0,0
262,2,2015-01-27,18875,2962,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,27,5,1,0,2.0,1,0,0,6.372383524645509,1,Winter,0,0
335,2,2015-01-27,18817,3105,1,1,0,0,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,27,5,1,0,2015.0,1,0,0,6.060225442834138,1,Winter,0,0
562,2,2015-01-27,18047,2986,1,1,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,27,5,1,0,2015.0,1,0,0,6.043871399866042,1,Winter,0,0
733,2,2015-01-27,14954,3235,1,1,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,27,5,1,0,16.0,1,0,0,4.622565687789799,1,Winter,0,0
817,2,2015-01-27,22552,3011,1,1,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,27,5,1,0,9.0,1,0,0,7.489870474925274,1,Winter,0,0
1114,2,2015-01-27,20598,2892,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,27,5,1,0,2015.0,1,0,0,7.122406639004149,1,Winter,0,0
251,1,2015-01-26,20676,2441,1,1,0,0,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,26,5,1,0,2015.0,1,0,0,8.470299057763212,1,Winter,0,0
262,1,2015-01-26,18328,2928,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,26,5,1,0,2.0,1,0,0,6.259562841530054,1,Winter,0,0
335,1,2015-01-26,21221,3197,1,1,0,0,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,26,5,1,0,2015.0,1,0,0,6.6377854238348455,1,Winter,0,0
562,1,2015-01-26,21243,3407,1,1,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,26,5,1,0,2015.0,1,0,0,6.235104197240974,1,Winter,0,0
726,1,2015-01-26,16137,1410,1,1,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2015,1,26,5,1,0,13.0,1,0,0,11.44468085106383,1,Winter,0,0
733,1,2015-01-26,15736,3393,1,1,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,26,5,1,0,16.0,1,0,0,4.637783672266431,1,Winter,0,0
817,1,2015-01-26,21887,3038,1,1,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,26,5,1,0,9.0,1,0,0,7.204410796576696,1,Winter,0,0
1114,1,2015-01-26,18688,2611,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,26,5,1,0,2015.0,1,0,0,7.157410953657602,1,Winter,0,0
110,7,2015-01-25,0,0,0,0,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,2.0,0,0,0,0.0,0,Winter,0,0
122,7,2015-01-25,0,0,0,0,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,2.0,0,0,0,0.0,0,Winter,0,0
262,7,2015-01-25,26094,3849,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,2.0,0,0,0,6.779423226812159,1,Winter,0,0
299,7,2015-01-25,0,0,0,0,0,0,d,c,38630.0,9.0,2012.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,3.0,0,0,0,0.0,0,Winter,0,0
315,7,2015-01-25,0,0,0,0,0,0,a,c,38710.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,2.0,0,0,0,0.0,0,Winter,0,0
453,7,2015-01-25,0,0,0,0,0,0,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,2015.0,0,0,0,0.0,0,Winter,0,0
462,7,2015-01-25,0,0,0,0,0,0,a,a,44320.0,8.0,2008.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,7.0,0,0,0,0.0,0,Winter,0,0
524,7,2015-01-25,0,0,0,0,0,0,a,c,40860.0,9.0,2013.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,2.0,0,0,0,0.0,0,Winter,0,0
562,7,2015-01-25,19361,3070,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,2015.0,0,0,0,6.306514657980456,1,Winter,0,0
726,7,2015-01-25,0,0,0,0,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,13.0,0,0,0,0.0,0,Winter,0,0
733,7,2015-01-25,15298,3124,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,16.0,0,0,0,4.896927016645327,1,Winter,0,0
747,7,2015-01-25,0,0,0,0,0,0,c,c,45740.0,8.0,2008.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,7.0,0,0,0,0.0,0,Winter,0,0
801,7,2015-01-25,0,0,0,0,0,0,d,a,48330.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,25,4,1,1,2.0,0,0,0,0.0,0,Winter,0,0
110,6,2015-01-24,1944,244,1,0,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,24,4,1,1,2.0,0,0,0,7.967213114754099,1,Winter,0,0
262,6,2015-01-24,15728,2772,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,24,4,1,1,2.0,0,0,0,5.673881673881674,1,Winter,0,0
733,6,2015-01-24,13581,3064,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,24,4,1,1,16.0,0,0,0,4.432441253263708,1,Winter,0,0
1114,6,2015-01-24,18629,2896,1,0,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,24,4,1,1,2015.0,0,0,0,6.432665745856354,1,Winter,0,0
262,5,2015-01-23,17550,2975,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,23,4,1,0,2.0,0,0,0,5.899159663865547,1,Winter,0,0
562,5,2015-01-23,18149,3236,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,23,4,1,0,2015.0,0,0,0,5.608467243510507,1,Winter,0,0
733,5,2015-01-23,15237,3481,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,23,4,1,0,16.0,0,0,0,4.3771904625107725,1,Winter,0,0
817,5,2015-01-23,17185,2452,1,0,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,23,4,1,0,9.0,0,0,0,7.008564437194127,1,Winter,0,0
1114,5,2015-01-23,17313,2593,1,0,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,23,4,1,0,2015.0,0,0,0,6.67682221365214,1,Winter,0,0
262,4,2015-01-22,16267,2723,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,22,4,1,0,2.0,0,0,0,5.973925817113478,1,Winter,0,0
562,4,2015-01-22,15362,2828,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,22,4,1,0,2015.0,0,0,0,5.432107496463932,1,Winter,0,0
733,4,2015-01-22,13809,3188,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,22,4,1,0,16.0,0,0,0,4.331555834378921,1,Winter,0,0
817,4,2015-01-22,18117,2715,1,0,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,22,4,1,0,9.0,0,0,0,6.67292817679558,1,Winter,0,0
562,3,2015-01-21,16129,2900,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,21,4,1,0,2015.0,0,0,0,5.5617241379310345,1,Winter,0,0
817,3,2015-01-21,16981,2667,1,0,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,21,4,1,0,9.0,0,0,0,6.367079115110611,1,Winter,0,0
262,2,2015-01-20,15559,2619,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,20,4,1,0,2.0,0,0,0,5.940817105765559,1,Winter,0,0
562,2,2015-01-20,15659,2898,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,20,4,1,0,2015.0,0,0,0,5.403381642512077,1,Winter,0,0
733,2,2015-01-20,14782,3070,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,20,4,1,0,16.0,0,0,0,4.814983713355049,1,Winter,0,0
817,2,2015-01-20,18484,2801,1,0,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,20,4,1,0,9.0,0,0,0,6.599071760085684,1,Winter,0,0
262,1,2015-01-19,16291,2730,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,19,4,1,0,2.0,0,0,0,5.967399267399268,1,Winter,0,0
562,1,2015-01-19,16830,3126,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,19,4,1,0,2015.0,0,0,0,5.383877159309021,1,Winter,0,0
733,1,2015-01-19,14130,3240,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,19,4,1,0,16.0,0,0,0,4.361111111111111,1,Winter,0,0
817,1,2015-01-19,18913,2839,1,0,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,19,4,1,0,9.0,0,0,0,6.661852765058119,1,Winter,0,0
1114,1,2015-01-19,15892,2505,1,0,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,19,4,1,0,2015.0,0,0,0,6.3441117764471056,1,Winter,0,0
110,7,2015-01-18,0,0,0,0,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2.0,0,0,0,0.0,0,Winter,0,0
122,7,2015-01-18,0,0,0,0,0,0,a,c,58260.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2.0,0,0,0,0.0,0,Winter,0,0
259,7,2015-01-18,18173,2716,1,0,0,0,b,b,210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2015.0,0,0,0,6.691089837997055,1,Winter,0,0
262,7,2015-01-18,25818,3899,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2.0,0,0,0,6.621697871249038,1,Winter,0,0
299,7,2015-01-18,0,0,0,0,0,0,d,c,38630.0,9.0,2012.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,3.0,0,0,0,0.0,0,Winter,0,0
315,7,2015-01-18,0,0,0,0,0,0,a,c,38710.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2.0,0,0,0,0.0,0,Winter,0,0
453,7,2015-01-18,0,0,0,0,0,0,a,c,75860.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2015.0,0,0,0,0.0,0,Winter,0,0
462,7,2015-01-18,0,0,0,0,0,0,a,a,44320.0,8.0,2008.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,7.0,0,0,0,0.0,0,Winter,0,0
524,7,2015-01-18,0,0,0,0,0,0,a,c,40860.0,9.0,2013.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2.0,0,0,0,0.0,0,Winter,0,0
562,7,2015-01-18,18076,2921,1,0,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2015.0,0,0,0,6.188291680931188,1,Winter,0,0
726,7,2015-01-18,0,0,0,0,0,0,a,c,40540.0,2.0,2002.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,13.0,0,0,0,0.0,0,Winter,0,0
733,7,2015-01-18,15737,3079,1,0,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,16.0,0,0,0,5.111075024358558,1,Winter,0,0
747,7,2015-01-18,0,0,0,0,0,0,c,c,45740.0,8.0,2008.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,7.0,0,0,0,0.0,0,Winter,0,0
801,7,2015-01-18,0,0,0,0,0,0,d,a,48330.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,18,3,1,1,2.0,0,0,0,0.0,0,Winter,0,0
251,6,2015-01-17,19201,2507,1,0,0,0,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,17,3,1,1,2015.0,0,0,0,7.658954926206621,1,Winter,0,0
262,6,2015-01-17,15065,2759,1,0,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,17,3,1,1,2.0,0,0,0,5.460311707140268,1,Winter,0,0
586,6,2015-01-17,17622,2867,1,0,0,0,a,c,250.0,10.0,2008.0,0,0.0,0.0,No Promo,2015,1,17,3,1,1,7.0,0,0,0,6.146494593651901,1,Winter,0,0
756,6,2015-01-17,18367,2786,1,0,0,0,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,17,3,1,1,2015.0,0,0,0,6.592605886575736,1,Winter,0,0
1114,6,2015-01-17,20821,3370,1,0,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,17,3,1,1,2015.0,0,0,0,6.178338278931751,1,Winter,0,0
251,5,2015-01-16,19744,2433,1,1,0,0,a,c,340.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,16,3,1,0,2015.0,1,0,0,8.11508425811755,1,Winter,0,0
262,5,2015-01-16,18929,3177,1,1,0,0,b,a,1180.0,5.0,2013.0,0,0.0,0.0,No Promo,2015,1,16,3,1,0,2.0,1,0,0,5.958136606861819,1,Winter,0,0
335,5,2015-01-16,16993,2824,1,1,0,0,b,a,90.0,0.0,0.0,1,31.0,2013.0,"Jan,Apr,Jul,Oct",2015,1,16,3,1,0,2015.0,1,0,0,6.017351274787536,1,Winter,0,0
562,5,2015-01-16,19477,3316,1,1,0,0,b,c,1210.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,16,3,1,0,2015.0,1,0,0,5.873642943305187,1,Winter,0,0
733,5,2015-01-16,14595,3337,1,1,0,0,b,b,860.0,10.0,1999.0,0,0.0,0.0,No Promo,2015,1,16,3,1,0,16.0,1,0,0,4.37368894216362,1,Winter,0,0
756,5,2015-01-16,17809,2402,1,1,0,0,a,c,50.0,0.0,0.0,1,40.0,2011.0,"Jan,Apr,Jul,Oct",2015,1,16,3,1,0,2015.0,1,0,0,7.414238134887594,1,Winter,0,0
817,5,2015-01-16,20263,2799,1,1,0,0,a,a,140.0,3.0,2006.0,0,0.0,0.0,No Promo,2015,1,16,3,1,0,9.0,1,0,0,7.239371204001429,1,Winter,0,0
1114,5,2015-01-16,20458,3029,1,1,0,0,a,c,870.0,0.0,0.0,0,0.0,0.0,No Promo,2015,1,16,3,1,0,2015.0,1,0,0,6.75404423902278,1,Winter,0,0
110,4,2015-01-15,3797,468,1,1,0,0,a,c,46590.0,4.0,2013.0,0,0.0,0.0,No Promo,2015,1,15,3,1,0,2.0,1,0,0,8.113247863247864,1,Winter,0,0
