Order Date,Sales
2017-09-16,849.65
2017-09-17,4979.226
2017-09-18,1511.93
2017-09-19,1648.188
2017-09-20,7359.918
2017-09-21,338.172
2017-09-22,7871.213
2017-09-23,2395.786
2017-09-24,6450.4619999999995
2017-09-25,1412.213
2017-09-26,1486.576
2017-09-28,559.271
2017-09-29,1944.08
2017-09-30,540.76
2017-10-01,2978.466
2017-10-02,5418.022
2017-10-03,2504.48
2017-10-04,19.98
2017-10-05,6684.616
2017-10-06,1499.652
2017-10-07,2749.21
2017-10-08,608.356
2017-10-09,1496.589
2017-10-10,239.358
2017-10-12,5635.354
2017-10-13,8405.802
2017-10-14,134.332
2017-10-15,1017.94
2017-10-16,3473.5969999999998
2017-10-17,126.352
2017-10-19,2781.8702000000003
2017-10-20,1333.858
2017-10-21,4537.201
2017-10-22,15158.877
2017-10-23,3352.3940000000002
2017-10-24,529.0849999999999
2017-10-26,999.868
2017-10-27,1086.32
2017-10-28,408.726
2017-10-29,46.96
2017-10-30,4025.7299999999996
2017-10-31,523.928
2017-11-01,2921.43
2017-11-02,6294.386
2017-11-03,4536.937
2017-11-04,10668.096
2017-11-05,2355.064
2017-11-06,4288.75
2017-11-07,2413.378
2017-11-08,384.1
2017-11-09,4751.492
2017-11-10,4007.5480000000002
2017-11-11,1815.2179999999998
2017-11-12,2911.386
2017-11-13,6633.4202000000005
2017-11-14,834.6579999999999
2017-11-15,559.2
2017-11-16,4755.234
2017-11-17,13694.8828
2017-11-18,1469.756
2017-11-19,7397.272
2017-11-20,2988.274
2017-11-21,2236.1839999999997
2017-11-22,35.712
2017-11-23,1153.109
2017-11-24,4959.641
2017-11-25,3666.157
2017-11-26,5048.1720000000005
2017-11-27,1618.254
2017-11-28,6912.944
2017-11-29,491.888
2017-11-30,6645.282
2017-12-01,5331.178
2017-12-02,9951.182
2017-12-03,1403.842
2017-12-04,2639.638
2017-12-05,1453.136
2017-12-06,10.68
2017-12-07,2916.514
2017-12-08,7643.041
2017-12-09,5470.39
2017-12-10,3873.5589999999997
2017-12-11,2823.965
2017-12-13,580.936
2017-12-14,3897.714
2017-12-15,306.88800000000003
2017-12-16,858.702
2017-12-17,2027.758
2017-12-18,3645.911
2017-12-19,1895.926
2017-12-20,377.736
2017-12-21,2140.94
2017-12-22,7442.021
2017-12-23,1926.776
2017-12-24,6233.054
2017-12-25,2698.927
2017-12-26,814.5939999999999
2017-12-27,177.636
2017-12-28,1657.3508000000002
2017-12-29,2915.534
2017-12-30,713.7900000000001
